Cliente_ID,Nome_Cliente,CNPJ_CPF,Data_Vencimento,Valor_Devido,Valor_Pago,Cidade,Regiao
2290,Cliente 2290,11.222.333/0001-99,2024-10-18,584.92,1561.65,São Paulo,Sul
2291,Cliente 2291,22.333.444/0001-88,2023-12-11,3693.43,7679.6,Rio,Sudeste
2292,Cliente 2292,22.333.444/0001-88,2026-07-16,529.24,124992.59,São Paulo,Sudeste
2293,Cliente 2293,11.222.333/0001-99,2024-11-26,7145.58,35962.75,BH,Sul
2294,Cliente 2294,22.333.444/0001-88,2023-09-25,714.04,136739.51,São Paulo,Sul
2295,Cliente 2295,22.333.444/0001-88,2023-06-18,3495.68,46670.56,São Paulo,Sul
2296,Cliente 2296,22.333.444/0001-88,2023-02-02,6561.38,10467.4,São Paulo,Sudeste
2297,Cliente 2297,11.222.333/0001-99,2024-01-12,2842.16,1588.77,BH,Sudeste
2298,Cliente 2298,11.222.333/0001-99,2026-05-22,207.11,42385.09,BH,Sudeste
2299,Cliente 2299,11.222.333/0001-99,2024-01-28,50375.78,71059.59,BH,Sul
2300,Cliente 2300,22.333.444/0001-88,2024-05-03,2449.58,152.42,São Paulo,Sul
2301,Cliente 2301,11.222.333/0001-99,2024-12-22,516.3,87166.08,BH,Sudeste
2302,Cliente 2302,11.222.333/0001-99,2025-08-03,14266.57,50049.23,BH,Sudeste
2303,Cliente 2303,11.222.333/0001-99,2025-11-18,15032.92,58523.03,São Paulo,Sudeste
2304,Cliente 2304,11.222.333/0001-99,2023-02-08,3219.39,39211.64,Rio,Sul
2305,Cliente 2305,11.222.333/0001-99,2026-04-11,42224.15,79356.78,São Paulo,Sul
2306,Cliente 2306,11.222.333/0001-99,2025-11-06,1742.41,34518.39,São Paulo,Sudeste
2307,Cliente 2307,22.333.444/0001-88,2025-12-15,6284.92,20223.31,São Paulo,Sul
2308,Cliente 2308,22.333.444/0001-88,2023-08-14,10047.93,133597.06,Rio,Sul
2309,Cliente 2309,11.222.333/0001-99,2023-03-08,40929.14,58583.25,São Paulo,Sudeste
2310,Cliente 2310,11.222.333/0001-99,2026-05-05,323.55,11539.55,São Paulo,Sudeste
2311,Cliente 2311,22.333.444/0001-88,2025-04-14,121604.32,34548.41,Rio,Sudeste
2312,Cliente 2312,22.333.444/0001-88,2025-11-12,25423.31,46491.44,São Paulo,Sudeste
2313,Cliente 2313,11.222.333/0001-99,2025-09-25,9221.0,115446.95,São Paulo,Sudeste
2314,Cliente 2314,11.222.333/0001-99,2023-08-25,1604.37,3338.32,São Paulo,Sudeste
2315,Cliente 2315,11.222.333/0001-99,2025-08-14,1426.34,71737.42,Rio,Sudeste
2316,Cliente 2316,11.222.333/0001-99,2025-07-07,7353.74,61153.87,São Paulo,Sudeste
2317,Cliente 2317,22.333.444/0001-88,2026-03-07,9811.59,145260.06,Rio,Sul
2318,Cliente 2318,11.222.333/0001-99,2024-04-17,8191.2,27011.25,Rio,Sudeste
2319,Cliente 2319,11.222.333/0001-99,2024-07-06,6146.6,94180.61,BH,Sul
2320,Cliente 2320,11.222.333/0001-99,2024-11-25,8997.91,30329.53,São Paulo,Sudeste
2321,Cliente 2321,11.222.333/0001-99,2026-06-06,230.47,82263.31,São Paulo,Sul
2322,Cliente 2322,22.333.444/0001-88,2023-11-13,3386.17,83259.48,BH,Sudeste
2323,Cliente 2323,22.333.444/0001-88,2024-08-20,708.73,11302.01,BH,Sul
2324,Cliente 2324,22.333.444/0001-88,2025-02-06,4643.6,68467.69,São Paulo,Sudeste
2325,Cliente 2325,11.222.333/0001-99,2025-06-04,30609.08,69173.42,São Paulo,Sudeste
2326,Cliente 2326,11.222.333/0001-99,2024-07-14,1377.24,47870.5,BH,Sul
2327,Cliente 2327,22.333.444/0001-88,2026-05-09,1820.73,41573.78,São Paulo,Sul
2328,Cliente 2328,11.222.333/0001-99,2023-09-15,1496.19,33644.7,São Paulo,Sul
2329,Cliente 2329,11.222.333/0001-99,2026-04-16,1803.94,891.16,São Paulo,Sudeste
2330,Cliente 2330,22.333.444/0001-88,2025-01-26,10675.15,272.44,BH,Sul
2331,Cliente 2331,22.333.444/0001-88,2023-05-03,14795.47,88468.08,BH,Sul
2332,Cliente 2332,22.333.444/0001-88,2023-12-08,38441.04,43719.59,Rio,Sudeste
2333,Cliente 2333,22.333.444/0001-88,2026-04-09,1203.29,25183.3,Rio,Sudeste
2334,Cliente 2334,11.222.333/0001-99,2025-12-18,12804.03,102710.28,São Paulo,Sudeste
2335,Cliente 2335,11.222.333/0001-99,2023-09-17,16163.6,79335.69,São Paulo,Sudeste
2336,Cliente 2336,22.333.444/0001-88,2026-10-28,49742.5,137243.74,Rio,Sul
2337,Cliente 2337,11.222.333/0001-99,2023-04-05,1335.84,124652.54,Rio,Sudeste
2338,Cliente 2338,22.333.444/0001-88,2026-02-22,297.37,109009.38,Rio,Sudeste
2339,Cliente 2339,22.333.444/0001-88,2023-02-10,3333.11,18987.29,São Paulo,Sul
2340,Cliente 2340,11.222.333/0001-99,2023-09-11,250737.64,99913.31,São Paulo,Sudeste
2341,Cliente 2341,22.333.444/0001-88,2023-01-07,1060.64,104088.97,Rio,Sul
2342,Cliente 2342,11.222.333/0001-99,2024-12-28,9717.61,114499.89,BH,Sul
2343,Cliente 2343,11.222.333/0001-99,2023-03-10,220.71,39469.91,Rio,Sul
2344,Cliente 2344,11.222.333/0001-99,2026-01-09,62366.02,96044.63,BH,Sul
2345,Cliente 2345,11.222.333/0001-99,2024-06-25,354.43,92741.77,BH,Sudeste
2346,Cliente 2346,22.333.444/0001-88,2026-07-09,172.85,57796.51,São Paulo,Sudeste
2347,Cliente 2347,11.222.333/0001-99,2023-03-30,5644.39,99526.05,BH,Sul
2348,Cliente 2348,22.333.444/0001-88,2026-05-16,5800.6,13004.33,BH,Sul
2349,Cliente 2349,22.333.444/0001-88,2023-08-01,35846.64,96525.75,Rio,Sudeste
2350,Cliente 2350,22.333.444/0001-88,2025-04-13,16143.07,90902.34,Rio,Sul
2351,Cliente 2351,22.333.444/0001-88,2023-09-23,298.63,31593.66,BH,Sudeste
2352,Cliente 2352,11.222.333/0001-99,2025-06-30,3973.42,122732.04,Rio,Sudeste
2353,Cliente 2353,11.222.333/0001-99,2023-10-20,1852.1,131162.1,Rio,Sul
2354,Cliente 2354,22.333.444/0001-88,2026-05-15,758.18,31572.59,Rio,Sudeste
2355,Cliente 2355,22.333.444/0001-88,2023-11-29,9019.48,11394.16,Rio,Sul
2356,Cliente 2356,11.222.333/0001-99,2026-01-05,21166.46,90536.32,BH,Sul
2357,Cliente 2357,22.333.444/0001-88,2026-08-04,1591.74,71987.63,BH,Sudeste
2358,Cliente 2358,11.222.333/0001-99,2025-10-01,3084.08,64139.13,BH,Sul
2359,Cliente 2359,22.333.444/0001-88,2023-02-16,3385.78,114151.25,BH,Sudeste
2360,Cliente 2360,11.222.333/0001-99,2024-09-13,1947.85,145449.4,BH,Sudeste
2361,Cliente 2361,22.333.444/0001-88,2026-05-08,2701.77,71649.56,São Paulo,Sudeste
2362,Cliente 2362,22.333.444/0001-88,2024-03-02,1946.1,923.26,Rio,Sul
2363,Cliente 2363,11.222.333/0001-99,2023-07-29,5851.7,89440.07,São Paulo,Sudeste
2364,Cliente 2364,22.333.444/0001-88,2025-06-06,2162.41,98094.88,BH,Sul
2365,Cliente 2365,22.333.444/0001-88,2026-12-14,8936.77,124202.75,Rio,Sudeste
2366,Cliente 2366,11.222.333/0001-99,2023-06-03,2151.34,29911.05,BH,Sudeste
2367,Cliente 2367,22.333.444/0001-88,2024-02-19,12154.28,78649.15,São Paulo,Sul
2368,Cliente 2368,11.222.333/0001-99,2026-10-08,2087.33,67069.73,BH,Sul
2369,Cliente 2369,11.222.333/0001-99,2026-03-26,11476.2,99666.07,Rio,Sudeste
2370,Cliente 2370,22.333.444/0001-88,2026-07-08,1498.13,9591.46,BH,Sul
2371,Cliente 2371,22.333.444/0001-88,2026-01-05,16975.18,132601.94,BH,Sul
2372,Cliente 2372,22.333.444/0001-88,2025-02-07,407.8,76673.61,Rio,Sul
2373,Cliente 2373,22.333.444/0001-88,2025-09-09,4874.71,131556.82,São Paulo,Sul
2374,Cliente 2374,22.333.444/0001-88,2026-02-28,2221.61,51035.57,São Paulo,Sul
2375,Cliente 2375,22.333.444/0001-88,2024-08-01,4607.06,98028.33,Rio,Sul
2376,Cliente 2376,22.333.444/0001-88,2025-01-09,934.13,143508.77,Rio,Sudeste
2377,Cliente 2377,11.222.333/0001-99,2023-06-12,3742.71,141506.88,São Paulo,Sul
2378,Cliente 2378,22.333.444/0001-88,2025-11-04,1039.93,141615.41,Rio,Sul
2379,Cliente 2379,11.222.333/0001-99,2026-06-09,3521.22,6442.03,São Paulo,Sul
2380,Cliente 2380,22.333.444/0001-88,2023-07-14,3091.42,60452.4,BH,Sudeste
2381,Cliente 2381,22.333.444/0001-88,2024-06-25,7800.1,9117.19,São Paulo,Sul
2382,Cliente 2382,11.222.333/0001-99,2023-12-25,5389.1,46421.55,Rio,Sudeste
2383,Cliente 2383,22.333.444/0001-88,2025-04-29,68160.69,26186.71,BH,Sul
2384,Cliente 2384,22.333.444/0001-88,2026-09-16,2406.89,93020.61,Rio,Sudeste
2385,Cliente 2385,11.222.333/0001-99,2024-03-02,4081.91,117111.92,São Paulo,Sudeste
2386,Cliente 2386,22.333.444/0001-88,2024-05-11,424229.22,77002.04,BH,Sudeste
2387,Cliente 2387,22.333.444/0001-88,2025-04-07,3594.02,119320.96,São Paulo,Sudeste
2388,Cliente 2388,22.333.444/0001-88,2024-04-30,18666.95,1921.99,BH,Sudeste
2389,Cliente 2389,11.222.333/0001-99,2026-12-07,11016.72,123071.45,Rio,Sul
2390,Cliente 2390,22.333.444/0001-88,2023-11-26,129145.03,26754.03,São Paulo,Sul
2391,Cliente 2391,22.333.444/0001-88,2025-06-07,663.21,69140.39,BH,Sul
2392,Cliente 2392,22.333.444/0001-88,2025-09-17,565.43,66387.84,BH,Sudeste
2393,Cliente 2393,22.333.444/0001-88,2026-03-16,1027.59,130973.33,BH,Sudeste
2394,Cliente 2394,11.222.333/0001-99,2023-09-16,6259.72,144896.87,São Paulo,Sul
2395,Cliente 2395,11.222.333/0001-99,2023-10-19,1206.21,38268.14,Rio,Sul
2396,Cliente 2396,22.333.444/0001-88,2023-05-23,247.94,10111.98,Rio,Sul
2397,Cliente 2397,22.333.444/0001-88,2025-01-16,1347.36,97578.27,BH,Sul
2398,Cliente 2398,11.222.333/0001-99,2024-09-18,8233.91,75426.09,Rio,Sul
2399,Cliente 2399,11.222.333/0001-99,2026-10-20,1387.09,84855.77,São Paulo,Sul
2400,Cliente 2400,22.333.444/0001-88,2023-03-31,24327.85,6940.53,Rio,Sudeste
2401,Cliente 2401,11.222.333/0001-99,2024-12-20,1016.85,116296.47,Rio,Sul
2402,Cliente 2402,22.333.444/0001-88,2026-04-02,5013.06,34853.01,São Paulo,Sudeste
2403,Cliente 2403,11.222.333/0001-99,2024-04-25,2843.26,50240.52,São Paulo,Sul
2404,Cliente 2404,11.222.333/0001-99,2023-03-25,6398.84,34253.06,Rio,Sudeste
2405,Cliente 2405,11.222.333/0001-99,2026-01-05,7364.27,141891.68,Rio,Sul
2406,Cliente 2406,11.222.333/0001-99,2024-11-03,45219.1,25308.27,Rio,Sudeste
2407,Cliente 2407,22.333.444/0001-88,2024-05-31,12910.35,109847.85,BH,Sudeste
2408,Cliente 2408,11.222.333/0001-99,2024-04-29,2726.92,36862.09,São Paulo,Sudeste
2409,Cliente 2409,11.222.333/0001-99,2025-02-20,11591.27,63737.94,BH,Sudeste
2410,Cliente 2410,22.333.444/0001-88,2023-04-14,14049.58,149409.28,BH,Sudeste
2411,Cliente 2411,11.222.333/0001-99,2023-12-05,86073.1,15086.51,BH,Sudeste
2412,Cliente 2412,11.222.333/0001-99,2024-11-17,3944.25,132203.88,BH,Sul
2413,Cliente 2413,22.333.444/0001-88,2025-06-18,4376.13,141907.48,Rio,Sudeste
2414,Cliente 2414,11.222.333/0001-99,2024-08-29,30860.09,104734.09,São Paulo,Sul
2415,Cliente 2415,22.333.444/0001-88,2023-08-11,299.49,1494.33,Rio,Sudeste
2416,Cliente 2416,22.333.444/0001-88,2025-10-29,3690.46,123119.79,São Paulo,Sul
2417,Cliente 2417,22.333.444/0001-88,2025-12-12,12991.71,132340.79,BH,Sul
2418,Cliente 2418,22.333.444/0001-88,2026-01-05,21292.24,147140.12,São Paulo,Sul
2419,Cliente 2419,11.222.333/0001-99,2024-05-17,222.94,125897.36,São Paulo,Sul
2420,Cliente 2420,22.333.444/0001-88,2026-09-01,754.78,66838.05,São Paulo,Sudeste
2421,Cliente 2421,11.222.333/0001-99,2025-04-01,149.94,103297.45,São Paulo,Sudeste
2422,Cliente 2422,11.222.333/0001-99,2024-09-15,16682.48,72769.28,Rio,Sudeste
2423,Cliente 2423,11.222.333/0001-99,2023-06-14,6543.58,52952.75,BH,Sudeste
2424,Cliente 2424,11.222.333/0001-99,2026-07-26,35832.81,93963.97,Rio,Sudeste
2425,Cliente 2425,11.222.333/0001-99,2025-11-16,5119.61,115474.87,BH,Sul
2426,Cliente 2426,11.222.333/0001-99,2025-12-29,113252.79,95385.12,Rio,Sul
2427,Cliente 2427,11.222.333/0001-99,2026-05-26,1312.59,123986.76,Rio,Sudeste
2428,Cliente 2428,11.222.333/0001-99,2026-10-20,2939.53,26456.25,Rio,Sul
2429,Cliente 2429,11.222.333/0001-99,2026-08-22,8760.1,56054.18,São Paulo,Sul
2430,Cliente 2430,11.222.333/0001-99,2026-02-21,1811.92,46887.87,São Paulo,Sudeste
2431,Cliente 2431,22.333.444/0001-88,2023-01-19,8813.43,29119.07,São Paulo,Sudeste
2432,Cliente 2432,22.333.444/0001-88,2026-07-04,4209.45,66476.15,São Paulo,Sudeste
2433,Cliente 2433,22.333.444/0001-88,2026-08-12,3879.68,142180.93,Rio,Sudeste
2434,Cliente 2434,11.222.333/0001-99,2025-11-11,4124.1,80701.24,Rio,Sudeste
2435,Cliente 2435,22.333.444/0001-88,2025-09-15,13194.56,42960.73,BH,Sudeste
2436,Cliente 2436,22.333.444/0001-88,2024-03-25,3041.04,53109.09,São Paulo,Sul
2437,Cliente 2437,22.333.444/0001-88,2024-07-05,1024.62,91961.36,São Paulo,Sudeste
2438,Cliente 2438,11.222.333/0001-99,2025-12-07,5399.36,52912.01,São Paulo,Sudeste
2439,Cliente 2439,11.222.333/0001-99,2024-11-25,2023.37,80752.01,São Paulo,Sul
2440,Cliente 2440,11.222.333/0001-99,2024-08-09,1213.31,41123.98,São Paulo,Sudeste
2441,Cliente 2441,11.222.333/0001-99,2024-12-21,435.55,51889.69,São Paulo,Sudeste
2442,Cliente 2442,22.333.444/0001-88,2026-04-21,18098.51,105859.18,Rio,Sul
2443,Cliente 2443,22.333.444/0001-88,2026-12-29,12425.4,87692.75,São Paulo,Sudeste
2444,Cliente 2444,22.333.444/0001-88,2023-04-17,35255.54,14023.03,São Paulo,Sudeste
2445,Cliente 2445,22.333.444/0001-88,2026-04-26,4933.9,145977.38,Rio,Sudeste
2446,Cliente 2446,11.222.333/0001-99,2025-02-14,22247.22,7400.54,BH,Sul
2447,Cliente 2447,11.222.333/0001-99,2026-01-14,1311.42,12440.94,Rio,Sudeste
2448,Cliente 2448,11.222.333/0001-99,2026-03-06,339.9,105207.91,São Paulo,Sul
2449,Cliente 2449,22.333.444/0001-88,2025-06-16,1715.88,106202.72,Rio,Sudeste
2450,Cliente 2450,11.222.333/0001-99,2023-12-02,3683.72,2840.33,São Paulo,Sul
2451,Cliente 2451,11.222.333/0001-99,2024-08-29,8140.75,96413.08,Rio,Sul
2452,Cliente 2452,22.333.444/0001-88,2025-04-17,29530.98,4989.0,BH,Sudeste
2453,Cliente 2453,22.333.444/0001-88,2024-08-24,7714.93,144115.5,São Paulo,Sudeste
2454,Cliente 2454,11.222.333/0001-99,2024-02-07,115885.22,104421.39,Rio,Sul
2455,Cliente 2455,11.222.333/0001-99,2024-06-23,5812.4,27986.72,Rio,Sul
2456,Cliente 2456,11.222.333/0001-99,2025-12-31,5659.15,23715.72,Rio,Sul
2457,Cliente 2457,11.222.333/0001-99,2023-01-24,7891.04,85449.35,São Paulo,Sudeste
2458,Cliente 2458,11.222.333/0001-99,2024-09-15,8354.32,95027.81,Rio,Sudeste
2459,Cliente 2459,11.222.333/0001-99,2025-12-15,8187.99,124685.64,São Paulo,Sul
2460,Cliente 2460,22.333.444/0001-88,2025-09-12,875.55,135498.17,São Paulo,Sul
2461,Cliente 2461,22.333.444/0001-88,2023-08-11,16204.91,58880.02,BH,Sudeste
2462,Cliente 2462,22.333.444/0001-88,2023-06-28,164055.4,126612.73,BH,Sul
2463,Cliente 2463,11.222.333/0001-99,2025-03-10,1427.7,81357.01,Rio,Sudeste
2464,Cliente 2464,22.333.444/0001-88,2024-03-09,4639.06,70587.32,São Paulo,Sul
2465,Cliente 2465,11.222.333/0001-99,2025-03-03,719.17,104845.6,Rio,Sudeste
2466,Cliente 2466,11.222.333/0001-99,2025-06-02,14082.52,15479.24,São Paulo,Sul
2467,Cliente 2467,22.333.444/0001-88,2024-05-06,14063.59,39807.98,São Paulo,Sudeste
2468,Cliente 2468,11.222.333/0001-99,2026-04-27,598.46,122514.4,Rio,Sudeste
2469,Cliente 2469,11.222.333/0001-99,2025-03-20,782.56,75611.83,São Paulo,Sul
2470,Cliente 2470,22.333.444/0001-88,2025-08-18,266.58,136206.52,Rio,Sul
2471,Cliente 2471,22.333.444/0001-88,2024-02-24,44290.76,13305.56,São Paulo,Sul
2472,Cliente 2472,22.333.444/0001-88,2026-06-26,1518.98,47011.92,Rio,Sudeste
2473,Cliente 2473,11.222.333/0001-99,2024-10-10,4072.87,53332.48,Rio,Sul
2474,Cliente 2474,22.333.444/0001-88,2026-04-02,2941.53,63408.05,BH,Sudeste
2475,Cliente 2475,22.333.444/0001-88,2026-07-02,19610.63,148023.01,BH,Sudeste
2476,Cliente 2476,11.222.333/0001-99,2024-04-20,12385.87,46599.41,São Paulo,Sudeste
2477,Cliente 2477,22.333.444/0001-88,2026-12-11,11493.64,77802.37,Rio,Sudeste
2478,Cliente 2478,22.333.444/0001-88,2023-06-19,1576.75,80410.7,Rio,Sudeste
2479,Cliente 2479,22.333.444/0001-88,2026-09-02,12755.58,115619.69,Rio,Sudeste
2480,Cliente 2480,11.222.333/0001-99,2023-06-23,18030.36,77680.35,Rio,Sudeste
2481,Cliente 2481,11.222.333/0001-99,2024-04-14,12238.91,90860.61,Rio,Sudeste
2482,Cliente 2482,11.222.333/0001-99,2023-12-11,808.61,112999.21,São Paulo,Sul
2483,Cliente 2483,11.222.333/0001-99,2024-03-20,1010.66,15169.8,BH,Sul
2484,Cliente 2484,22.333.444/0001-88,2025-11-07,55936.56,144520.82,Rio,Sul
2485,Cliente 2485,11.222.333/0001-99,2025-12-29,74721.58,126945.63,Rio,Sul
2486,Cliente 2486,11.222.333/0001-99,2026-09-23,4456.11,58315.89,Rio,Sul
2487,Cliente 2487,22.333.444/0001-88,2024-09-19,4448.05,109262.64,São Paulo,Sudeste
2488,Cliente 2488,22.333.444/0001-88,2024-08-14,6126.51,114348.77,BH,Sul
2489,Cliente 2489,22.333.444/0001-88,2024-06-10,11054.64,127536.97,BH,Sul
2490,Cliente 2490,11.222.333/0001-99,2024-03-31,652.29,28247.52,Rio,Sudeste
2491,Cliente 2491,11.222.333/0001-99,2026-07-16,6785.79,105555.41,São Paulo,Sudeste
2492,Cliente 2492,11.222.333/0001-99,2025-03-21,1160.9,5001.08,BH,Sul
2493,Cliente 2493,22.333.444/0001-88,2023-07-07,4777.45,17336.87,BH,Sul
2494,Cliente 2494,22.333.444/0001-88,2025-10-17,1426.01,116410.04,São Paulo,Sul
2495,Cliente 2495,11.222.333/0001-99,2024-12-11,1983.07,121950.45,BH,Sul
2496,Cliente 2496,22.333.444/0001-88,2024-06-12,6337.39,88865.47,São Paulo,Sudeste
2497,Cliente 2497,22.333.444/0001-88,2024-03-09,2070.98,87252.9,BH,Sul
2498,Cliente 2498,22.333.444/0001-88,2023-10-15,1055.33,112426.71,São Paulo,Sul
2499,Cliente 2499,11.222.333/0001-99,2024-05-13,37605.78,135912.72,Rio,Sudeste
2500,Cliente 2500,22.333.444/0001-88,2023-10-30,1076.68,63167.28,BH,Sul
2501,Cliente 2501,22.333.444/0001-88,2023-03-28,193.52,17223.17,BH,Sudeste
2502,Cliente 2502,11.222.333/0001-99,2025-04-09,10897.3,125849.91,BH,Sudeste
2503,Cliente 2503,11.222.333/0001-99,2024-03-13,3276.23,51246.62,São Paulo,Sudeste
2504,Cliente 2504,22.333.444/0001-88,2024-06-24,4717.0,20067.87,BH,Sudeste
2505,Cliente 2505,22.333.444/0001-88,2025-11-11,6133.1,92192.46,BH,Sudeste
2506,Cliente 2506,11.222.333/0001-99,2025-04-12,29112.32,86712.59,São Paulo,Sul
2507,Cliente 2507,11.222.333/0001-99,2025-03-07,66790.59,71136.93,BH,Sul
2508,Cliente 2508,22.333.444/0001-88,2024-07-13,7008.1,128969.59,BH,Sudeste
2509,Cliente 2509,22.333.444/0001-88,2025-01-31,947.65,40833.88,São Paulo,Sul
2510,Cliente 2510,22.333.444/0001-88,2024-04-11,6029.08,1985.29,São Paulo,Sudeste
2511,Cliente 2511,22.333.444/0001-88,2026-01-29,11213.29,48520.31,São Paulo,Sudeste
2512,Cliente 2512,11.222.333/0001-99,2024-11-05,20032.07,1455.89,BH,Sul
2513,Cliente 2513,22.333.444/0001-88,2024-11-15,5956.34,81538.68,Rio,Sul
2514,Cliente 2514,22.333.444/0001-88,2026-03-10,2242.27,56737.24,São Paulo,Sul
2515,Cliente 2515,11.222.333/0001-99,2023-05-18,1380.91,122091.41,BH,Sul
2516,Cliente 2516,22.333.444/0001-88,2024-07-31,4174.81,119637.8,Rio,Sul
2517,Cliente 2517,11.222.333/0001-99,2024-12-10,601.0,65195.77,Rio,Sudeste
2518,Cliente 2518,22.333.444/0001-88,2023-08-16,8536.73,32472.79,São Paulo,Sul
2519,Cliente 2519,22.333.444/0001-88,2023-10-08,6299.61,63364.48,São Paulo,Sul
2520,Cliente 2520,11.222.333/0001-99,2024-11-14,6255.93,96197.66,São Paulo,Sul
2521,Cliente 2521,11.222.333/0001-99,2025-04-07,13422.36,28530.9,São Paulo,Sul
2522,Cliente 2522,22.333.444/0001-88,2024-03-06,37472.38,115956.99,São Paulo,Sul
2523,Cliente 2523,22.333.444/0001-88,2025-11-29,4453.28,49584.03,BH,Sul
2524,Cliente 2524,22.333.444/0001-88,2026-05-19,5473.68,139826.55,BH,Sudeste
2525,Cliente 2525,11.222.333/0001-99,2023-10-29,2929.15,76780.58,São Paulo,Sudeste
2526,Cliente 2526,22.333.444/0001-88,2026-01-14,10637.23,127068.98,BH,Sudeste
2527,Cliente 2527,11.222.333/0001-99,2026-11-21,4862.64,92383.89,São Paulo,Sudeste
2528,Cliente 2528,11.222.333/0001-99,2026-06-30,24762.45,83190.28,São Paulo,Sudeste
2529,Cliente 2529,22.333.444/0001-88,2024-06-16,24044.6,102319.52,Rio,Sul
2530,Cliente 2530,11.222.333/0001-99,2025-02-07,7650.34,121723.67,São Paulo,Sudeste
2531,Cliente 2531,22.333.444/0001-88,2026-11-05,4396.41,96676.13,Rio,Sul
2532,Cliente 2532,22.333.444/0001-88,2024-03-19,3352.47,119586.1,BH,Sudeste
2533,Cliente 2533,22.333.444/0001-88,2025-11-22,9628.79,28569.77,São Paulo,Sudeste
2534,Cliente 2534,22.333.444/0001-88,2023-09-17,9664.72,41627.48,Rio,Sul
2535,Cliente 2535,22.333.444/0001-88,2026-06-11,3350.67,34458.42,Rio,Sul
2536,Cliente 2536,11.222.333/0001-99,2026-08-24,7360.04,119745.48,BH,Sudeste
2537,Cliente 2537,11.222.333/0001-99,2025-01-08,1662.52,12919.28,Rio,Sudeste
2538,Cliente 2538,22.333.444/0001-88,2025-03-06,9240.03,119379.48,São Paulo,Sudeste
2539,Cliente 2539,22.333.444/0001-88,2023-03-11,1870.08,58356.34,São Paulo,Sul
2540,Cliente 2540,11.222.333/0001-99,2026-10-19,14484.72,11926.07,Rio,Sudeste
2541,Cliente 2541,11.222.333/0001-99,2025-09-09,3154.55,63663.94,São Paulo,Sul
2542,Cliente 2542,11.222.333/0001-99,2024-04-25,51194.22,45075.35,São Paulo,Sul
2543,Cliente 2543,11.222.333/0001-99,2026-03-13,5191.29,88792.83,Rio,Sul
2544,Cliente 2544,22.333.444/0001-88,2023-01-24,6857.86,70878.99,BH,Sul
2545,Cliente 2545,22.333.444/0001-88,2025-08-22,693.58,44516.61,BH,Sul
2546,Cliente 2546,11.222.333/0001-99,2026-12-19,35212.64,129339.89,São Paulo,Sul
2547,Cliente 2547,22.333.444/0001-88,2025-01-15,4660.56,61023.21,Rio,Sudeste
2548,Cliente 2548,11.222.333/0001-99,2025-04-24,56123.31,70603.5,São Paulo,Sul
2549,Cliente 2549,22.333.444/0001-88,2026-04-13,5258.18,126994.28,São Paulo,Sudeste
2550,Cliente 2550,11.222.333/0001-99,2023-11-21,3641.76,13358.49,Rio,Sul
2551,Cliente 2551,22.333.444/0001-88,2026-10-03,2401.71,58483.97,BH,Sudeste
2552,Cliente 2552,11.222.333/0001-99,2025-03-08,12076.97,60428.5,São Paulo,Sul
2553,Cliente 2553,11.222.333/0001-99,2023-01-18,10188.95,74373.85,BH,Sul
2554,Cliente 2554,22.333.444/0001-88,2023-02-13,759.27,15918.09,São Paulo,Sudeste
2555,Cliente 2555,11.222.333/0001-99,2023-06-04,2216.21,15399.02,Rio,Sul
2556,Cliente 2556,22.333.444/0001-88,2025-05-16,13513.95,62462.39,Rio,Sudeste
2557,Cliente 2557,22.333.444/0001-88,2025-07-10,1993.67,4954.35,BH,Sul
2558,Cliente 2558,11.222.333/0001-99,2026-11-01,1565.79,38247.65,São Paulo,Sudeste
2559,Cliente 2559,22.333.444/0001-88,2025-01-12,6468.77,30176.51,Rio,Sudeste
2560,Cliente 2560,22.333.444/0001-88,2026-11-26,5552.5,73407.94,São Paulo,Sul
2561,Cliente 2561,22.333.444/0001-88,2023-08-13,2566.81,1673.93,São Paulo,Sul
2562,Cliente 2562,22.333.444/0001-88,2023-08-05,58357.37,101360.02,BH,Sudeste
2563,Cliente 2563,22.333.444/0001-88,2023-01-31,3989.36,128338.1,São Paulo,Sul
2564,Cliente 2564,11.222.333/0001-99,2025-12-18,836.32,106011.23,São Paulo,Sudeste
2565,Cliente 2565,22.333.444/0001-88,2025-06-16,509.55,122711.73,BH,Sudeste
2566,Cliente 2566,22.333.444/0001-88,2026-10-08,20567.48,96497.46,Rio,Sudeste
2567,Cliente 2567,22.333.444/0001-88,2025-07-23,1057.49,76105.06,São Paulo,Sudeste
2568,Cliente 2568,22.333.444/0001-88,2024-03-20,5128.75,32853.24,São Paulo,Sul
2569,Cliente 2569,22.333.444/0001-88,2026-06-12,1445.82,41943.95,Rio,Sul
2570,Cliente 2570,11.222.333/0001-99,2026-02-04,4260.08,47656.2,BH,Sul
2571,Cliente 2571,22.333.444/0001-88,2026-04-29,7999.88,5702.65,Rio,Sul
2572,Cliente 2572,11.222.333/0001-99,2024-06-13,726.5,136963.32,São Paulo,Sudeste
2573,Cliente 2573,11.222.333/0001-99,2025-01-07,2596.75,135045.41,São Paulo,Sudeste
2574,Cliente 2574,11.222.333/0001-99,2025-05-23,1914.04,16166.68,BH,Sudeste
